Day,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
28-Aug,11.8,0.4,19.6,23.6,7,19,1.6,1.1,0,0,2.3,0.6,0.7,0,2.6,16.7,0,11.6,0,2.8,6.1,0,0,4.5,9.7,0.5,0,0,0,22.1,31.2,1.2,1,49,0
29-Aug,18.4,0.4,0.2,0,9.6,0,12.4,0,7.5,0,0,0,29.2,0,0,0,0,5.4,4.5,0,10.5,12.3,0,0,0,0,0,0,0,9.1,16.2,0,3.6,12.8,0
30-Aug,12.6,0.1,0,0,0,18.1,20.6,0.2,0,0,6.4,1,29.1,20.8,9.4,12.5,0,10,5.5,0,0,11.7,0,0,4.1,0,0,33.4,18.3,3.5,4.2,0.2,0,4.6,0
31-Aug,0,0,0,0.3,8.5,6.8,0,0.1,0,1.3,1,5,19.6,0,0,0.8,0,9,0,0,0,0,0,0,2.7,0,10.1,3.3,3.3,0,0,4.4,0,0,11
01-Sep,0.5,2,0,5.8,5.2,0,0.9,3.2,8.5,2.5,10.6,9.2,6.4,0,0,0,0,0,7.5,0,10.2,0,0,5,0,8.1,25.1,10.1,9.2,0,65.2,0,0,2.2,2
02-Sep,1.5,0,0,4.6,0,0,0.7,5.1,0,2.1,0.5,4.5,14.2,8.3,2,0,0,0,8.1,0,0,0,14.7,0,0,7.3,18.3,1.1,7.1,11.2,9.6,10.8,1.6,0,0
03-Sep,5.1,9.7,11.5,7.6,0,0,1.5,0,0,4.8,3,2.7,8.1,10.4,6.4,0,0,12.4,19.7,0,0,0,0,0,0,0,7.5,8.8,0,4.1,3,18,0.4,33.6,0.2
04-Sep,1.9,17.2,3.1,0,0,0,1.3,0,0.6,5.5,0,2.3,0,0.8,0,0,0,0,11.3,10,0,0,0,4.3,0,0,0,0,0,7.1,1.4,12,0.2,0.4,9.2
05-Sep,1.7,13.2,8.9,0,0,0,1.4,0,29,0,1.4,5.4,0,25.5,0,0,0,0,1.1,0,0,0,0,0,9.1,0,0,0,0,0,0.8,4.4,1.2,2.2,15.4
06-Sep,0,38.5,10.5,0.9,0,0,0.9,0,3,0,1,0,34,28.2,0,0,0,0,4.5,0,10.7,0,7.2,0,9.7,0,12.8,3.3,3.3,0,13.1,11,11.6,12.2,0
07-Sep,0,3.8,0.1,0,0,0,0,3.5,0.4,10.7,8.5,0,2,26,0,0,0,0,2.1,0,6.1,0,20.1,0,0,7.1,10.5,2.4,9.3,0,11.3,1.2,0.4,11,1.4
08-Sep,0,11.7,22.8,2.1,0,0,0,20.5,15,6,1.2,3,0,18.1,2.6,0,0,0,0,15.3,5.3,0,0,0,4.2,27.5,22.5,12.1,11.5,17.1,2.8,14.4,0.2,0,1.6
09-Sep,0,23.2,1,0,0,0,2.5,3,0,2.2,0,0,0,20.2,15,0,0,38,0,0,0,0,8.9,0,0,33.2,23.1,3.2,22.6,11.1,0,1.2,1,0.4,6.4
10-Sep,0,16.6,5.9,0,0,0,5.8,0,0,44.5,7.2,0,2.7,10.1,3,0,0,0,0,0,0,0,3.2,2.1,0,0,17.1,0,0,2.1,3,0.2,1,5.8,0
11-Sep,3.5,3.8,0.6,0,18.6,0.4,4.4,0,0,0,38.8,0,0,16.8,2.4,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,0,12.2,3.8,1.8,0,0
12-Sep,0,17.5,0,0,3.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,8,0,11.3,3.4,0,0,0,0,0,2.8,1,0.4,0,6.2
13-Sep,0,10.2,0,0,0.5,2.8,7.2,0,0,31.9,30.7,1.8,0,0,2.4,0,0,0,5.1,7.1,0,4.5,0,3,7.1,5.5,0,11.3,0,0,0,2.4,0,0,0.6
14-Sep,0,1.7,0,2,0,8,1.3,0,0,1.4,0.6,3.4,0,0,0,0,0,12,3.1,0,0,0,0,0,6.2,7.9,18.3,18.1,18.1,0,0,0.2,0,12.4,3.8
15-Sep,0.4,7.7,0,0,16,4.1,0,0,9.7,3.7,0.8,9.5,0,0,4.2,0,0,0,0,21.3,5.3,2.6,0,0,3.7,10.8,14.1,0,26.7,0,13,7.6,0.2,0.6,1.6
16-Sep,0,11.7,0.4,10.5,19.8,0,8.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,37.5,22.5,5.3,0,0,9.7,2.4,0.4,5.8,0,0.4
17-Sep,0,80.5,0,2.2,0,0,2.1,4.6,11.8,0,0,2.7,0,0,0,0,0,0,0,0,0.5,0,0,0,9.1,3.5,9.8,0,0,33.7,19.6,0,7.6,0.4,0.6
18-Sep,0,0.3,0,0,0,0,2.5,0,11.6,0,0,1,0,2,0,0,0,8.7,0,0,0,0,17.3,0,0,2.2,3.1,0,0,2.1,21.4,0,0.4,0.2,1.8
19-Sep,11,0.5,0,0,0,0,27.8,22.2,0,0,0,8.5,0,4,10.1,0,0,0,0,0,0,0,10.1,0,0,13.8,0,0,0,0.8,1.8,0,13.8,1.2,0.6
20-Sep,0.4,25.6,0,0.3,1.6,0,32.5,2.1,0,0,0,0,0,0,14,0,0,0,0,12.2,0,0,2.2,0,9,0,0,4.4,0,0,0.2,0,2.6,4,1
21-Sep,6.2,26.8,0,4.2,0.5,0,0,0,3.6,0,0,0,0,14.5,0,0,0,0,0,20,8.6,0,0,0,0,0,26.1,8.1,0,0,2,0.2,1.2,1.4,0
22-Sep,6.7,4.1,0,1,0,0,15.6,18,1.4,0,0.5,0,0,2.3,32.1,0,0,0,0,8,10.7,0,0,15,3.1,0,29.1,2.1,0,0,0,0.4,1.8,0,0
23-Sep,11.3,19,16.3,5.9,0,17.5,0.3,22,5.9,0,0,0,0,0,25.8,0,0,0,0,0,19.4,0,0,0,3.4,0,33.1,0,21.1,26.1,0,1.4,1.8,4.4,0.4
24-Sep,0,0,0,0,0,3.7,1,15.7,23.4,73.2,3.6,2.3,0,0,11.9,0,0,18,1.1,3.1,6.1,21.8,0,0,0,7.6,11.7,0,19.3,17.1,0,0.6,0.8,16.6,0
25-Sep,0.8,0,3.9,0,0,11,11.8,0,6.5,0.7,0.8,31.2,0,0,0.4,0,0,0,0,0,20.2,24.1,0,0,0,0,8.1,0,0,8.1,3,0.6,0.2,0,10.4
26-Sep,0,12.3,0,0,4.9,7.4,20.1,8.7,0,0.4,0,30.6,0,21.5,15,0,0,3,0,0,11.3,0,0,2.5,0,10.2,0,0,0,0,0,1,0,0.8,4.6
27-Sep,0,1.7,0,0,0,5.6,17.9,0.5,2.1,28,18,11.5,0,10.5,5.4,0,0,0,1.1,0,17.2,0,0,31,0,0,0,0,0,0,0,2,5.2,1.6,0
28-Sep,0,12.2,0.2,0,1,0,8.3,0,0,2,2.2,0,0,8,8.2,0,0,24,3.1,8.9,0,3.1,0,17.1,0,0,6.7,1.1,10.7,0,0.6,3.8,8.4,0.8,0.4
29-Sep,2.9,0,0,0,0,0.4,1.7,13.7,0,0,16.9,11.4,0,0,0,0,0,3,13.4,0,9.4,25.3,1.3,13.3,0,0,9.1,3.3,8.8,0,24,10,4,3.2,0
30-Sep,3.3,1.4,2.3,0,0,3.7,24.7,0,10.6,0.4,0.4,1.8,1.2,0,0,0,6.2,0,0,0,0,0,7.5,0,0,8,3.8,0,0,8.8,0.2,0,2.2,0,0
01-Oct,1.1,0,5.8,0.6,0,20.8,0,21.5,0,0,0,6.6,1.3,0,14,0,0,8,0,0,3.7,0,0,13.3,0,0,7.1,0,0,10.7,2.4,22,6.8,1,0
02-Oct,0.2,0,5.8,4.6,0,0,0,0.3,0,0,0,16.1,0.9,0,1.5,0,0,0,8.3,0,16.9,0,0,12.8,0,0,0,6.6,0,22.1,0.8,0,7.2,16,6.8
03-Oct,0,1.8,0,0,0,0,0,16.8,1,1.4,0,1,0.8,0,6,2.3,0,24,21.2,15,2.1,0,6.5,0,0,2.8,0,25.1,0,0,0,0,9.4,7.6,0
04-Oct,0,2.8,4.5,0,0.5,0,4.2,12.6,0,0,0,0,20.5,17.2,14,3.6,0,15,0,0,0,10.1,0,0,3.1,17.3,0,3.3,3.7,0,4.6,0.4,1,24.2,0
05-Oct,0,0,8.6,0.6,8.6,3.9,0,11.7,6.8,0,0,3.8,0,0.5,0,0,6.2,0,15.7,11,0,38.5,1.3,0,0,0,0,0,11.4,5.7,0.6,0,0,0.4,0
06-Oct,9.6,0,3,0,13,7.6,5.8,0,6,0,0,0.8,0,15.7,0,4.3,0,1,22,14.3,0,0,0,1.1,0,0,9.6,0,7.2,11.1,0,0.4,0,6.6,0
07-Oct,0,0,0,0,4,33.4,0,0,2.7,0,0,0,0,1,0,0,0,0,0,12,0,27,0,0,0,7.4,3.5,0,0,0,0,1.4,0.2,0,0
08-Oct,0,0,11.8,3,0,5.2,0,0,0,0,0,1.5,16.1,36,11.8,0,0,46,3.1,0,3.1,0,3.3,0,0,0,2.7,0,0,0,0,2.2,17.8,0,0
09-Oct,8.5,1.8,17.5,0.8,0,1,0,0,0,0,0,0,0,1.5,3.5,0,0,0,0,9,17.1,0,0,0,0,0,0,11.7,0,0,0,0,47.2,0,2.6
10-Oct,3.9,0,0.1,6.1,0,3.8,26.2,0,2.3,0,9,0,0.4,19.3,5.5,0,0,2.4,0,0,24.5,0,6.1,0,0,0,0,6.3,22.1,31.5,0,2.4,4.4,0,0
11-Oct,3.4,0,17.9,14.4,5.4,0.5,1.4,0,2.3,12.7,8.3,8.5,3,0,0,10.1,5.2,4.5,5.1,0,0,0,10.4,0,0,0,0,13.9,18.1,8.7,0,6.2,2.2,0,0.2
12-Oct,0,3.2,7.8,1.3,11,0,2.3,1.8,2.4,0,6,0,3.1,0,0,0,5,0,1.3,0,0,0,0,0,0,2.1,17.5,0,17.1,3.8,0,1.8,0,0,12.4
13-Oct,0,5.3,0.1,0,0.7,3.1,0,0,44,0,16.4,7,0,3.3,0,0,0,10,5.2,0,0,2.8,0,0,17.3,3.9,11.5,0,0,0,0,2,0,1,0
14-Oct,0.6,1.8,0,0,0,4.3,40.7,23.3,3.8,23,0,1.4,0,0,0,0,0,13,0,7.3,0,0,9.3,0,14.1,4.4,7.7,0,0,0,11.6,5,0,0,4.8
15-Oct,0,14.6,3,0,0,0,7.9,4.5,7.6,0.4,19.6,3,0,2.3,2,0,0,25.4,0,0,0,8.1,0,0,27.9,0,3.2,0,0,0,10.4,1,0,16.2,0.8
16-Oct,0,16.4,0,0,0,0,20.6,0.7,0,0,4.7,21.4,8.2,0,8.2,12.1,15.3,56.7,0,0,0,0,0,0,0,0,0,22.1,0,0,0,2.2,3.2,9.2,2.8
17-Oct,4.3,2.6,4,0,2.7,0,0,0,0,0,9.4,26.1,5.5,1.3,0,0,21.5,0,3.1,0,0,0,0,0,0,0,0,18.1,0,3.1,0,0.2,15.4,2,3.6
18-Oct,0,41.6,3.7,3.4,0,0,0,0,1.2,1.5,0,6.5,0,0.1,0,0.4,8.7,11,1.1,8.3,0,3.5,0,0,0,0,0,10.6,0,0,0,0,0.2,41,0
19-Oct,3.4,12.8,0,0,0,0,0,0,0,9,18.8,11.6,0,0,1.5,0,28.4,0,0,0,0,2.3,3.1,0,2.1,0,0,0,27.7,0,4.4,0,12.8,3.6,1.2
20-Oct,0.1,1.2,10.4,0,0,0,1.3,0,0,14.1,1.7,0,0.4,0,0,24.2,36.8,0,0,0,0,0,0,0,0,0,0,0,10.1,0,1.6,0,1.2,12.4,3.6
21-Oct,0,1.7,27.1,7.6,0,0,0,0,0,1.5,4.5,0,0,16,0,0,34.8,0,0,0,7.5,0.5,0,2.1,3.1,24.4,7.3,0,16.2,4.1,15,0.6,0,38.8,6
22-Oct,6.8,0,4.1,1.8,0,12.2,5,0,0,0.9,2.4,7.3,0,2.5,4,0,15.3,0,0,0,17.5,0,0,0,7.9,0,0,0,13.2,21.1,0,1,2,4.4,0.4
23-Oct,0.2,0,0.4,0.1,0,0,1.5,0,0,2,0,7.7,0,4.5,11,0,9.4,4.5,3.1,5.1,3.1,0,0,0,13.7,11.9,0,7.7,0,1.1,0,0,2.6,2.6,33
24-Oct,5.5,0,10.5,1.7,0,3.3,0,0,0,8.9,0,0.5,0.5,13,12.5,0,4.5,46.7,7.2,0,18.9,2.2,0,0,0,0,0,3.2,0,0,28.4,2,0,7.2,54.2
25-Oct,0,3,3.5,0,0,0,1.8,0.4,0,0,0,0.5,0,0,14.3,12.1,16.3,21,1.3,0,17.1,0,0,0,0,8.2,8.5,11.1,0,0,2.6,6,0,0,1.4
26-Oct,0.1,4.9,0,0,0,0,3,6.4,0.9,0,3.8,0,0,0,0,26.2,0,2.4,0,0,16.4,7.5,7.2,0,0,17.3,3.1,0,10.7,0,0.2,0,0.4,0,12.6
27-Oct,0,6.3,1.9,0,0,8.9,5.3,0,3.4,1.5,0,0,0,0,0,0,0,0,0,6.4,22.5,11.4,0,0,0,6.4,1.1,0,11.9,0,0.8,2.6,0,19,22.6
28-Oct,0,4.8,0,0,0,0,0,91.1,0.5,9,0,0,0,1.2,0,2.3,0,4.3,7.5,0,17.6,1.8,1.2,3.4,8.5,0,0,0,0,0,20.6,14.4,2,0.2,0.4
29-Oct,0,0,0,0,0,0,0,0,2.2,2.9,0,0,0,0.2,5.5,0,0,0,15.1,3.1,31.3,0,0,7.7,0.5,0,0,0,0,0,1.6,7,7.4,5.2,0
30-Oct,0,7.3,2.4,0,0,0,0,0,2.1,0,0,0,1.1,22.6,0,3.9,0,2.5,0,0,14,0,0,9.2,0,0,0,0,0,0,0,5.8,0.8,12.4,12.4
31-Oct,1.5,18.4,1.5,0,0,0,0,6.3,0,0,4,0.4,2.6,0,2.4,0,6.4,2.7,0,0,0,0,0,7.5,0,0,0,0,9.3,7.1,9.2,19,0.2,38.2,36.4
01-Nov,0.1,3,1.7,0,0,0,3,0,0,0,1.3,0,0,0,33,0,4.3,26,0,0,6.3,0,0,10.1,4.5,0,1.1,0,13.1,3.3,31,7,1,2.2,3
02-Nov,0,20.8,0,0,0,0,0.7,0,0,0,2.8,1,6.8,0,4,0,14.1,5.6,0,0,2.1,0,0,0,0,0,3.7,0,0,10.1,0,8.4,0,1.6,5.4
03-Nov,0.4,8,8.6,0,1.4,0,0,1.4,0,3,2,10.8,0.6,0,0.5,11.2,22,2.5,0,1,0,0,0,0,0,3.5,0,6.1,0,0,8.2,9.4,0,0.8,4
04-Nov,0,33.7,14.3,0.8,8.6,0,0,0.6,0,13.3,7.9,0,7.9,7.4,0,0,0,2.6,0,3.1,0,0,0,8.7,7.2,0,0,3.9,0,0,3.6,18.6,0.4,5,31.4
05-Nov,0,26.1,0.2,0,72.4,7.2,6.1,8.6,0,1.3,14.8,0,9.8,0,0,0,0,4.5,0,0,0,0,0,3.5,9.3,0,0,2.4,0,0,1.6,12.8,0.6,0,4.2
06-Nov,3.9,32.3,2.8,0,0.1,0,18,0.3,0,0,15.5,4.7,20.9,25.3,0,0,0,6.4,0,0,7.3,5.2,0,2.6,0,0,0,0,7.7,0,6.8,1,0,0,4.4
07-Nov,0,4.8,5.1,0.1,15.3,0,0.1,0,0,1.1,12.5,0,7.6,0,3.5,0,0,0,0,0,8.8,0,3.1,0,0,0,3.1,0,10.3,24.1,67.8,0.4,12.4,0,0
08-Nov,0,3.5,0,0.3,15.2,0,0,0,0,0,1.7,0,0,7,0,0,0,0,0,0,0,0,22.9,0,0,3.1,10.7,0,4.2,5.7,1,0,4.4,0,12.8
09-Nov,0,6.2,0,0,19.7,0,16.6,0,0,3.1,0,0,0,53.8,0,0,0,2.3,0,0,0,0,7.2,0,0,0,7.8,0,0,0,3.2,0,0.2,1.8,4.2
10-Nov,0,8,0,0,1.2,2.8,0,8.9,0,0.7,0,0,0,0,0,0,0,6.7,0,0,7.5,0,26.6,0,0,0,4.7,15.1,0,0,13,4.4,21,0,27
11-Nov,0,0,0,6.1,19.8,0.5,2.5,2.6,0,0,0,0.6,10.6,34,0,0,13.2,4.5,0,0,2,0,0,0,0,0,0,6.8,0,0,1.6,0.8,55.6,0,5
12-Nov,0,0,9.1,0,19.7,2.9,30.3,0,0.5,0,0,1.6,0,2.4,0,0,16.2,26,0,0,0,5.3,0,9.8,0,4.4,0,0,0,0,1.6,0,12,0,21.6
13-Nov,0,0,9.3,0,0.8,0,29.4,0,3.5,2,0,0,0,0,0,0,8.4,0,0,0,0,19.5,8.7,7.5,0,0,8.7,0,3.6,8.1,0,0,0.4,0,4.8
14-Nov,0,1,2.1,40.7,0.5,2,1.3,1.9,1.6,0,0,0.9,0,18.6,0,0,11,0,0,15,9.6,0,1.3,3.1,2.1,2.1,4.4,0,22.1,12.1,0.2,0,0,0,1.8
15-Nov,0,0.4,0.7,9.5,0,0,0.2,0,0,0,0.1,0,0,22,7,0,14.2,0,0,0,5.8,0,0,0,0,0,2.1,3.2,11.1,0,0,0,0.6,0,0
16-Nov,0,3.8,24.3,17.4,0,0,3.8,0,0,0,0,0,0,18,13.5,0,8,3.5,0,0,14.9,0,0,0,0,0,0,7.1,0,0,0,0,22.2,0.2,0
17-Nov,0,0.3,1.6,0,0.1,0,0,0,6.3,0.6,1,0,1.6,0,0,0,4.5,0,0,11.3,12.6,0,0,0,0,0,0,0.3,0,0,0,2.4,1.6,0,
18-Nov,0,0,0,0,0.8,3.5,4.2,1.4,0,0,0,0,0,0,0,0,0,0,0,7.2,3.5,0,0,0,0,4.7,0,0,0,0,0.2,0.4,0,0,
19-Nov,2.8,0,10.4,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,7.7,0,47.2,0,0,15.1,0,0.2,4,1.6,0,
20-Nov,0,0,0,0,8.5,0,0,0.1,7.3,1.7,0,0,0,0,9.5,0,0,0,0,0,11.4,3.5,1.2,8.5,3.1,15.7,0,0,7.8,0,0,5,6.8,4,
21-Nov,0,8.9,1,0,0,3,35.9,2.8,7.8,0,17.6,0,3,1,0,0,0,1.8,0,3.1,0.5,0,0,18.3,0,20.1,6.7,3.3,3.2,0,9.2,13.2,0,4,
22-Nov,7.7,0.3,0,0,0,0.5,0.5,6,0,0,0,0,0,12.8,1.5,18,0,0,0,8.2,0,0,0,22.4,0,8.2,8.7,3.1,0,0,0.4,0,0,4.6,
23-Nov,0,0,0,0.5,0,0,0,0,5.8,0,22,0,0,0,0,0,0,0,0,0.5,0,0,0,11.7,0,12.3,3.4,0,0,32.1,16.4,6.8,0,0.2,
24-Nov,1.4,26,1.2,0,0,0,0.7,0,0,0,3,0,0,1.5,0,1,9.2,0,0,0,0,4,0,2.7,0,10.1,2.2,0,0,0,0,0,6.6,2.6,
25-Nov,0,8,0,0.4,0,0,0,0,3.2,0,0,0,0,0.8,1.1,1.7,8,0,0,0,0,0,1.3,0,0,4.6,0,0,0,0,27.2,0,1.6,5.6,
26-Nov,0,0,0,6.8,0,0.9,0,0,0,0,0,0,0,2,1.2,0,3,0,0,0,0,0,0,0,0,28.9,0,0,0,0,22,0,0.2,1,
27-Nov,0,54,0,0,0,0,0,0,1.7,0,0,0,4.6,0,0,3.6,0,0,0,0,0,0,0,3.6,0,12.7,0,0,2.2,0,0,0,0,12.8,
28-Nov,0,22.5,2,0,0,0,0,0,0,15.1,0,0,0,0,1.1,6.1,0,0,0,0,0,0,0,0,0,7.2,0,0,12.7,0,1,2.2,0,0.8,
29-Nov,0,0,6.6,0.3,0,0,0,0,7.1,0,0,0,0.9,0,1.5,11.8,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,17,24.2,0,0.8,
30-Nov,0,8.7,0,2.5,3.2,0.4,0,0,2.6,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,10.8,0,0,9.3,0,6.8,1,0.2,4.2,
01-Dec,0,17.3,0,1.9,0,0.5,0,0,0,0.1,0.5,0,4.2,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,55.6,0,0,0.8,
02-Dec,0,4.8,1.1,1,0,0,0,0,2.8,0,3.6,0,1.5,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,4.1,0,0,5.8,0,3.8,22.8,
03-Dec,0,3,0,1.8,0,0,0,0,0,0,2.5,0,0,2,0,0,0,0,0,0,0,0,0,0,2.1,11.5,0,3.9,17.7,7.4,32.4,0.6,0,3,
04-Dec,0,0,0.3,0.1,0,0,2.5,0,0,3.4,0.6,0,0,0,0,6.6,12,0,0,3.1,0,0,0,0,0,0,3.4,0,3.1,11.5,11.6,0.2,0,4.4,
05-Dec,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1,0,2.8,0,0,0,0.7,0,0,5.8,0,0,2.1,5.2,0,9.3,3.1,2.4,1.2,5.8,0,
06-Dec,0,0,0,0,0,3.8,0,0,2,0,2.5,16.7,0,0,0,1.2,0,0,0,0,0,0,23.9,0,0,3.2,2.2,0,0,0,0,5,0,0,
07-Dec,0,9.4,0,0,0,0,2,0,0,0.2,0,0,0,0,0,4,7.2,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.2,0,0,0,
08-Dec,0,0,0,13.1,0,0,0.2,0,0,0,0,3.5,0,0,0,0,0,0,0,3.1,0,0,11.3,0,1.5,0,0,0,0,0,0,0.6,0,0,
09-Dec,0,0,0,0.5,0,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,3.2,0,0,0,6.2,0,0,
10-Dec,0,0,0,2.3,0,0,0.5,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,15.2,0,0,0,0,0,
11-Dec,0,0,0,9.9,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,10.5,0,0,0,0,11.1,7.1,0,0,0,0,
12-Dec,0,10.1,0,0.1,0,22.2,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,3.8,0,12.6,7.8,0,0,0,0,0,43.8,0,
13-Dec,0,2.7,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0,1.1,0,15,0,0,0,2.7,0,0,0,0,6.5,0,0,0,0,0,17,0,
14-Dec,0,1,0,0,0,1.7,0,0,0,0,0,1.4,0,0,0,0,0,0,0,2.1,0,0,0,0,0,5.1,4.8,0,0,0,0,0,16.6,0,
15-Dec,2,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,17.6,0,
16-Dec,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,
17-Dec,0,6.8,0,0,0,0.3,0,0,0,0,3.2,0,0,1.2,0,0.5,0,0,0,0,0,0,0,5.3,0,0,0,0,22.1,0,0,0.2,0,0,
18-Dec,0,0,2.1,0,0,0,0,1.1,0,0,0,0,0,6.2,0,2,6.7,0,0,0,0,0,0,0,0,0,0,7.2,18.1,2.1,0,1.6,10.2,0,
19-Dec,0,0,7.3,0,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.8,0,0,
20-Dec,0,0,1.3,3.1,7.5,0.1,0,7.4,7,0,0.6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,5,0,0,0,
21-Dec,0,0,4.6,0,3.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,
22-Dec,0,0.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
23-Dec,0,0,0.3,0,0,0,0,0,26.5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,
24-Dec,0,0,0.8,0,0,0,0,0,14.6,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,7.4,0,0,
25-Dec,0,0,0,0,0,0,0,0,31.9,0,11.8,0,0,0,0,7,19,0,0,0,0,0,0,0,0,40.9,0,0,13.3,0,0,4.2,0,0.2,
26-Dec,0,0,0,0,0,0,0,0,2.3,0,0,0,0,20.1,0,21,0,0,0,0,0,0,0,0,0,10.1,1.8,0,0,0,0,0,0,0,
27-Dec,0,0,0,0.1,0,0,0,0,41,0,0,0,0,0,0,12.5,0,0,0,0,0,27.8,0,0,0,12.4,0,0,18.2,0,0,6.2,0,0,
28-Dec,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,2.1,0,0,0,0,3.2,0,13.4,0,12.3,0,0,9.7,0,0,0,0,0,
29-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,21.4,0,0,
30-Dec,0,0,2.9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3.1,0,0,0,0,0,1.8,0,0,
31-Dec,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,
