"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"8-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"9-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"10-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"11-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"12-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"13-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"14-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"15-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"16-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"17-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"18-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066024954430759,0,0,
"19-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132049908861518,0,0,
"20-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379314832389355,0,
"21-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258761763572693,0,0,
"22-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517523527145386,0,0,
"23-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304455995559692,0,0,0,0,0,0,0,0,0,0,
"24-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"25-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"26-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"27-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"28-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"29-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28410604596138,0,0,0,0,0,0,0,0,0,0,
"30-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"5-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"6-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"7-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"9-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"10-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"11-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"12-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"13-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"14-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"15-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"16-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"17-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"18-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"19-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78063583374023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"20-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"21-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"22-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"23-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"24-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"25-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"26-May",0,2.1523859500885,0,0,0,0,2.86634802818298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"27-May",0,4.89178562164307,0,0,0,0,0,0,0,0,0,0,0,9.45713043212891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"28-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"29-May",0,0,0,0,0,0,2.50805449485779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"30-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"31-May",0,0,0,0,0,0,0,0,0,23.9855918884277,0,0,0,0,0,0,10.9266757965088,0,0,0,0,0,0,0,0,20.7713279724121,0,0,0,0,0,0,0,0,0,
"1-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3944129943848,0,0,0,0,0,0,0,0,0,
"2-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5962753295898,0,0,0,2.81829810142517,0,0,0,0,0,
"3-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1834239959717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39447402954102,0,0,0,0,0,0,0,0,0,0,0,0,7.00950717926025,0,0,
"5-Jun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01086521148682,7.27148056030273,0,
"6-Jun",0,0,0,0,0,0,0,0,0,0,17.7220973968506,0,0,0,0,0,0,0,0,10.5486240386963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"7-Jun",0,0,0,0,0,0,0,0,22.3125858306885,0,23.6294631958008,0,0,0,0,0,0,0,0,15.8229370117188,0,0,0,0,0,0,0,0,0,0,6.98148488998413,0,0,0,0,
"8-Jun",0,0,0,8.46024703979492,0,0,0,0,22.3125858306885,0,0,0,0,0,0,0,0,0,0,0,40.7033576965332,0,0,5.71199226379395,0,0,0,22.9373722076416,0,0,0,0,23.4169330596924,1.44088125228882,0,
"9-Jun",0,0,0,9.66885375976562,0,0,0,0,11.1562929153442,0,5.9073657989502,0,0,0,0,0,0,0,0,0,20.3516788482666,0,0,11.4239845275879,0,0,0,22.9373722076416,0,0,0,0,15.611289024353,0,0,
"10-Jun",0,0,0,16.9204940795898,0,0,0,0,0,0,11.8147315979004,0,0,0,0,14.0430183410645,0,0,0,0,0,0,0,5.71199226379395,0,0,0,0,0,0,0,0,0,0,0,
"11-Jun",0,1.32262802124023,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0215606689453,0,0,26.1209907531738,0,11.0845079421997,0,0,16.0976085662842,0,0,0,0,0,0,0,0,8.5428524017334,0,0,
"12-Jun",0,0,0,10.1664400100708,0,0,0,24.0544929504395,27.843412399292,0,0,0,0,0,0,28.0287475585938,0,0,26.1209907531738,0,5.54225397109985,5.81261014938354,0,6.03660297393799,0,0,0,0,0,0,0,8.69301509857178,0,0,31.3771286010742,
"13-Jun",0,0,0,0,0,0,0,8.01816463470459,0,0,0,0,12.1384572982788,16.4329776763916,0,0,0,0,0,0.930939733982086,12.6680097579956,0,0,0,0,0,6.11707019805908,0,0,0,0,8.69301509857178,4.2714262008667,0,0,
"14-Jun",0,0,0,0,0,0,0,0,0,0,0,0,12.1384572982788,16.4329776763916,0,0,0,0,0,0,16.6267604827881,0,0,12.073205947876,0,0,6.11707019805908,0,0,0,0,0,12.8142805099487,0,0,
"15-Jun",0,0,0,0,0,13.0738554000854,52.4041519165039,24.0544929504395,0,0,0,0,6.0692286491394,16.4329776763916,0,0,30.2237968444824,8.9928560256958,39.1814880371094,0,11.0845079421997,11.6252202987671,15.9778985977173,18.1098079681396,0,0,18.3512096405029,0,0,10.7040357589722,0,0,17.0857048034668,0,0,
"16-Jun",0,0,0,9.44777965545654,0,12.4577150344849,13.4482564926147,13.5554914474487,0,0,0,5.24760389328003,18.7263088226318,5.77320671081543,0,8.44086360931396,15.8033847808838,18.0454082489014,0,0,0,12.8618364334106,13.7946290969849,20.4633808135986,0,0,0,0,0,0,0,0,17.8232040405273,0,8.58481407165527,
"17-Jun",0,0,0,0,0,16.3507499694824,0,0,0,24.5104274749756,0,5.24760389328003,0,0,0,16.8817272186279,0,0,0,0,44.6338920593262,0,20.6919441223145,10.2316904067993,0,0,0,0,0,0,0,8.68914413452148,8.91160202026367,0,8.58481407165527,
"18-Jun",0,0,46.1377105712891,0,0,24.9154300689697,0,0,0,18.6746139526367,0,10.4952077865601,0,0,0,8.44086360931396,0,0,0,0,59.5118598937988,0,0,0,0,0,0,0,0,35.0812225341797,0,0,0,0,4.29240703582764,
"19-Jun",0,14.5642938613892,15.3792371749878,0,0,6.22885751724243,0,0,0,0,0,0,0,0,0,16.8817272186279,0,0,0,0,0,0,6.89731454849243,0,8.31196975708008,0,7.6828408241272,14.766695022583,0,0,0,0,0,0,0,
"20-Jun",0,4.90464210510254,0,0,0,0,0,0,0,0,0,0,0,0,5.88755750656128,12.6612958908081,15.8033847808838,9.02270412445068,65.2141418457031,1.54631924629211,0,0,0,0,0,0,7.6828408241272,0,0,0,0,0,0,0,4.29240703582764,
"21-Jun",0,0,0,0,0,25.6907920837402,0,0,0,0,0,6.41073703765869,0,0,7.03918695449829,0,0,0,8.29365634918213,0,0,0,27.956937789917,0,9.47970104217529,0,18.7714977264404,0,0,0,6.74530458450317,0,0,0,29.8775081634521,
"22-Jun",3.08051562309265,2.11733317375183,0,0,0,51.3815841674805,0,0,0,0,0,25.6429481506348,0,0,0,8.09867763519287,0,0,8.29365634918213,0,0,0,20.9677028656006,0,0,0,0,0,12.6826038360596,0,20.235912322998,0,0,0,22.408130645752,
